Track name,Artist name,Album,Playlist name,Type,ISRC
"Sons Of Kemet - Hustle ft. Kojey Radical","","","Liked videos","Favorite",""
"Kanye West - Come to Life (Official Studio Acapella)","","","Liked videos","Favorite",""
"Sons Of Kemet · Kojey Radical - Hustle","","","Liked videos","Favorite",""
"Sons Of Kemet - In The Castle Of My Skin","","","Liked videos","Favorite",""
"Sons Of Kemet - Play Mass","","","Liked videos","Favorite",""
"Sons Of Kemet - To Never Forget The Source","","","Liked videos","Favorite",""
"African Drums - African Percussion","","","Liked videos","Favorite",""
"The Halluci Nation - Electric Pow Wow Drum","","","Liked videos","Favorite",""
"West African Traditional Themed Music - Tribal War Chant","","","Liked videos","Favorite",""
"Les Tamaru Tahiti · Mlles Tukua, Tauhère et Teuira · Unspecified - Tahiti: Hah Hah Moorea","","","Liked videos","Favorite",""
"Mlles Tukua, Tauhère et Teuira · Les Tamaru Tahiti · Unspecified - Tahiti: E Mauruuru Roa Vau / Rupe Rupe Farani / E Mauruuru Roa Vau","","","Liked videos","Favorite",""
"Jew Boys - Jewish Song Ultimate Remix","","","Liked videos","Favorite",""
"ATLiens · Sara Skinner - Fading Out (Leotrix Remix)","","","Liked videos","Favorite",""
"Fever Ray · Karin Dreijer - Mustn't Hurry","","","Liked videos","Favorite",""
"Buunshin · The Caracal Project - Make Money","","","Liked videos","Favorite",""
"Lama chanters with percussion and bell accompaniment · Unspecified - Tibet: Lament for the Dead","","","Liked videos","Favorite",""
"Todi - Ustad Bismillah Khan | Indian Classical Instrumental Music| Hindustan Classical Shehnai Music","","","Liked videos","Favorite",""
"Madagascan girl singers with harp · Unspecified - Madagascar (Chant Malgache) : Oay Lalay (Ohe Anis!)","","","Liked videos","Favorite",""
"CYMATICS: Science Vs. Music - Nigel Stanford","","","Liked videos","Favorite",""
"Michael Jackson - Behind The Mask (Acapella)","","","Liked videos","Favorite",""
"deadmau5 · Joel Zimmerman - Quezacotl","","","Liked videos","Favorite",""
"I Don't Love You but it's just Gerard Way singing in an empty arena [MCR]","","","Liked videos","Favorite",""
"This Is How I Disappear but it’s just Gerard’s vocals in a large cathedral","","","Liked videos","Favorite",""
"Helena but it's Gerard's voice in a large cathedral (Acappella)","","","Liked videos","Favorite",""
"Alison Wonderland · Wayne Coyne - U Don’t Know","","","Liked videos","Favorite",""
"Fred again... - Kyle (Northern Line) [Actual Life Piano EP]","","","Liked videos","Favorite",""
"leavemealone (P.A.F.F. Remix) – Fred again.. x Baby Keem","","","Liked videos","Favorite",""
"Michael Jackson - Who Is It (Dj Antonio & Dj Renat Remix)","","","Liked videos","Favorite",""
"ATLiens · Careless Castle - Unidentified Flying Objects (Careless Castle Remix)","","","Liked videos","Favorite",""
"Fred again.. · Baby Keem - leavemealone (Nia Archives Remix)","","","Liked videos","Favorite",""
"Nu Deco Ensemble & Kishi Bashi - I Am the Antichrist to You","","","Liked videos","Favorite",""
"Kid Cudi, Chip Tha Ripper - DONT WORRY [Official Video]","","","Liked videos","Favorite",""
"Angels & Airwaves - Sirens ( AI Isolated Vocals) Acapella","","","Liked videos","Favorite",""
"Angels And Airwaves - Losing My Mind ( AI Isolated Vocals NEW AI ) Acapella / Vocals V2","","","Liked videos","Favorite",""
"Gesaffelstein · Pharrell Williams - Blast Off","","","Liked videos","Favorite",""
"Eye In The Sky - The Alan Parsons Project | Only Vocals (Isolated Acapella)","","","Liked videos","Favorite",""
"Steve Reich, ""Music for 18 Musicians"" - FULL PERFORMANCE with eighth blackbird","","","Liked videos","Favorite",""
"Spem In Alium (Thomas Tallis) - Tallis Scholars","","","Liked videos","Favorite",""
"ATLiens - Obsidian Vortex [Official Audio]","","","Liked videos","Favorite",""
"Jerobeam Fenderson - Shrooms","","","Liked videos","Favorite",""
"Jerobeam Fenderson - Planets","","","Liked videos","Favorite",""
"Oscilloscope Music - Intersect","","","Liked videos","Favorite",""
"The Used - I Come Alive (Acoustic)","","","Liked videos","Favorite",""
"The Used - The Bird and the Worm (A Cappella)","","","Liked videos","Favorite",""
"Bruno mars - Talking to the moon (vocals only)|moonpitch acapella","","","Liked videos","Favorite",""
"Amber Run - Hide & Seek","","","Liked videos","Favorite",""
"Imogen Heap - Hide & Seek 2","","","Liked videos","Favorite",""
"Fred again.. x BERWYN x Gesaffelstein - BerwynGesaffNeighbours","","","Liked videos","Favorite",""
"Fred again.. & SOAK - just stand there","","","Liked videos","Favorite",""
"Fred again.. · Sampha - fear less","","","Liked videos","Favorite",""
"Fred again.. - Mustafa (time to move you) [Visualiser]","","","Liked videos","Favorite",""
"Fred again.. - Kelly (end of a nightmare)[Visualiser]","","","Liked videos","Favorite",""
"Fred again.. - Bleu (better with time)","","","Liked videos","Favorite",""
"Fred again.. - i saw you","","","Liked videos","Favorite",""
"Fred again.. x Duskus x Four Tet x Skrillex x Joy Anonymous - glow","","","Liked videos","Favorite",""
"Robert DeLong  - GOD 1.9 (Official Visual)","","","Liked videos","Favorite",""
"Aztec Music - Sacred Jungle","","","Liked videos","Favorite",""
"Aztec Drums of War - Tambores de Tenochtitlan","","","Liked videos","Favorite",""
"Somali African Traditional Music - Tribal War Chant (Part 1)","","","Liked videos","Favorite",""
"Saxon Traditional Music - Tribal War Chant","","","Liked videos","Favorite",""
"Yeha-Noha | Native American Chant - Indian Classical Fusion | Navajo","","","Liked videos","Favorite",""
"Tribal Baroque - ""Plucking Song""","","","Liked videos","Favorite",""
"Indigenous Filipino Music | ""Firelighting Ceremony""","","","Liked videos","Favorite",""
"blink-182 - IF YOU NEVER LEFT (Official Lyric Video)","","","Liked videos","Favorite",""
"Edvard Grieg - In The Hall Of The Mountain King","","","Liked videos","Favorite",""
"Lorde - Royals [vocals only]","","","Liked videos","Favorite",""
"Lorde - Team (Almost Studio Acapella)","","","Liked videos","Favorite",""
"The USSR Ministry of Culture Chamber Choir - Hymn of the Cherubim (Excerpt)","","","Liked videos","Favorite",""
"blink-182 - Aliens Exist (Stripped/Acoustic)","","","Liked videos","Favorite",""
"Blink-182 EVERYONE EVERYWHERE Vocals Only","","","Liked videos","Favorite",""
"Lorde - Team","","","Liked videos","Favorite",""
"Random Music - Marvin Gaye - Heard It Through the Grapevine (Acapella)","","","Liked videos","Favorite",""
"Michael Jackson - Will You Be There  (Acapella)","","","Liked videos","Favorite",""
"Midna's Lament - The Legend of Zelda Twilight Princess (String Quartet & Piano Cover)","","","Liked videos","Favorite",""
"Ancient Egyptian Music - Nenchefka's Orchestra","","","Liked videos","Favorite",""
"Saint-Saëns - Samson and Delilah - Bacchanale","","","Liked videos","Favorite",""
"Camille Saint-Saëns  - The Carnival of the Animals","","","Liked videos","Favorite",""
"EGYPTIAN DANCE (Saint-Saëns) - Includes Sheet Music/TAB - Classical Guitar","","","Liked videos","Favorite",""
"blink-182 - NO FUN (Official Lyric Video)","","","Liked videos","Favorite",""
"Ancient Egyptian song , Egypt’s Historic Pharaohs’ Golden Parade","","","Liked videos","Favorite",""
"Oliver Tree · Nyctonian - Miss You (Nyctonian Remix)","","","Liked videos","Favorite",""
"Axel Thesleff - Bad Karma (MEMBA Remix)","","","Liked videos","Favorite",""
"The Beatles - Do You Want To Know A Secret (Remastered 2009)","","","Liked videos","Favorite",""
"OneRepublic - Secrets DIY Acapella/Vocals Only","","","Liked videos","Favorite",""
"Michael Jackson - A Place With No Name","","","Liked videos","Favorite",""
"Angels & Airwaves - The Adventure (Acoustic Version)","","","Liked videos","Favorite",""
"Cherub - Doses & Mimosas","","","Liked videos","Favorite",""
"Yelawolf · Rock City - Billy Crystal","","","Liked videos","Favorite",""
"Run The Jewels · EL-P · Killer Mike - No Come Down","","","Liked videos","Favorite",""
"Ancient Egyptian Arabic Improvisation on Fretless Guitar","","","Liked videos","Favorite",""
"SAINt JHN - Humble (Visualizer)","","","Liked videos","Favorite",""
"Hex Cougar · Lizdek · SADRN - Glass","","","Liked videos","Favorite",""
"ATLiens - Be Your Ghost (feat. Roniit) [Official Music Video]","","","Liked videos","Favorite",""
"blink-182 - ALL IN MY HEAD (Official Lyric Video)","","","Liked videos","Favorite",""
"Amber Run - I Found (a cappella) | Småll Sessions","","","Liked videos","Favorite",""
"I Found - Amber Run - Lyrics","","","Liked videos","Favorite",""
"The Halluci Nation · Chippewa Travellers - It's Over (feat. Chippewa Travellers)","","","Liked videos","Favorite",""
"Erykah Badu - Hello","","","Liked videos","Favorite",""
"41 · Kyle Richh - Trick","","","Liked videos","Favorite",""
"Paul Cauthen - Cocaine Country Dancing","","","Liked videos","Favorite",""
"Akon - Sorry (Acapella) (BPM 88)","","","Liked videos","Favorite",""
"Akon - Locked Up Acapella (Vocals Only)","","","Liked videos","Favorite",""
"Duncan Laurence - Arcade (Acapella/Vocal Only)","","","Liked videos","Favorite",""
"Peter Tosh - I Am That I Am (Audio)","","","Liked videos","Favorite",""
"Bob Marley - Natural Mystic (voice only) - legendado PT/BR #shorts","","","Liked videos","Favorite",""
"Michael Jackson - Hold My Hand (Duet with Akon) (Acapella)","","","Liked videos","Favorite",""
"Echoes of Descent","","","Liked videos","Favorite",""
"Lil Wayne - Mahogany","","","Liked videos","Favorite",""
"Lil Wayne - Mona Lisa ft. Kendrick Lamar","","","Liked videos","Favorite",""
"Lil Wayne · Tory Lanez - Help","","","Liked videos","Favorite",""
"Lil Wayne - Mama Mia","","","Liked videos","Favorite",""
"Lil Wayne · DMX - Kant Nobody","","","Liked videos","Favorite",""
"DaBaby · Lil Wayne - Lonely","","","Liked videos","Favorite",""
"Uncle Benny · Imogen Heap · 依莫珍希普 · 𝕌𝙽𝙲𝙻𝙴 𝔹𝙴𝙽𝙽𝚈 - Hide And Seek (feat. Imogen Heap) (依莫珍希普 Remix Roksonix Visione)","","","Liked videos","Favorite",""
"Ray Volpe - SEE YOU DROP","","","Liked videos","Favorite",""
"Apashe · YMIR - Never Change (The Caracal Project Remix)","","","Liked videos","Favorite",""
"Apashe - Never Change (Sullivan King Remix)","","","Liked videos","Favorite",""
"Apashe · YMIR - Never Change (Acoustic)","","","Liked videos","Favorite",""
"Apashe · YMIR - Never Change","","","Liked videos","Favorite",""
"One True God - Afterlife","","","Liked videos","Favorite",""
"Shlump - Drum Beats Go Like","","","Liked videos","Favorite",""
"One True God - I Found God","","","Liked videos","Favorite",""
"ATLiens - Tantra (One True God Remix)","","","Liked videos","Favorite",""
"Box Car Racer - I Feel So","","","Liked videos","Favorite",""
"Tom DeLonge - Landscapes (Audio Video)","","","Liked videos","Favorite",""
"Tom DeLonge - The Invisible Parade (Lyric Video)","","","Liked videos","Favorite",""
"ILLENIUM · Tom DeLonge · Angels & Airwaves - Paper Thin","","","Liked videos","Favorite",""
"Metofox · Remix Bass Boosted · Remix Bass Boosted - Blue Blood (Saint Bass Boosted Remix)","","","Liked videos","Favorite",""
"Apashe · Figure · Don't Kill It - Lacrimosa (Figure x Don't Kill It Remix)","","","Liked videos","Favorite",""
"Apashe - Human (ft. Wasiu)","","","Liked videos","Favorite",""
"Apashe - Lost In Mumbai (ft. Geoffroy)","","","Liked videos","Favorite",""
"Apashe · Tech N9ne - Insane","","","Liked videos","Favorite",""
"Apashe · Flux Pavilion · Joey Valence & Brae - Fracture","","","Liked videos","Favorite",""
"Apashe · Sofiane Pamart - Devil May Cry","","","Liked videos","Favorite",""
"$carecrow · $carecrow - Plamen Radoslavov Raev · $carecrow - Plamen Radoslavov Raev · Yordana V. · Distro Kid - Serpents Come Get Me","","","Liked videos","Favorite",""
"Apashe · Magugu - Revenge of the Orchestra","","","Liked videos","Favorite",""
"NIGHTSXRA - GOTH THOTTIE$","","","Liked videos","Favorite",""
"Nina Simone - I Put A Spell On You (Profetesa Smooth Dubstep Remix)","","","Liked videos","Favorite",""
"Marilyn Manson - As Sick As The Secrets Within","","","Liked videos","Favorite",""
"E-Coli - I Put A Spell On You","","","Liked videos","Favorite",""
"The Devil Makes Three - Old Number Seven","","","Liked videos","Favorite",""
"The Dead South · Jim Morrison · John Paul Densmore · Raymond D Manzarek · Robert A Krieger - People Are Strange","","","Liked videos","Favorite",""
"when youre strange video","","","Liked videos","Favorite",""
"MoonDeity - NEON BLADE","","","Liked videos","Favorite",""
"akiaura, LONOWN, STM - Sleepwalker (Official Music Video)","","","Liked videos","Favorite",""
"Dxrk ダーク - RAVE (Official Audio)","","","Liked videos","Favorite",""
"Dxrk ダーク x Kordhell - UNHOLY (Official Audio)","","","Liked videos","Favorite",""
"PlayaPhonk - GODS OF EGYPT (Official Visualizer)","","","Liked videos","Favorite",""
"Egyptian Phonk - BOR3D","","","Liked videos","Favorite",""
"Marilyn Manson - As Sick As The Secrets Within (Music Video)","","","Liked videos","Favorite",""
"savingmybloop.m4a","","","Liked videos","Favorite",""
"See You Again (DIY Acapella) (HQ) - Tyler, The Creator","","","Liked videos","Favorite",""
"The Offspring - You're Gonna Go Far, Kid","","","Liked videos","Favorite",""
"blink-182 - ""Anthem Part Two"" (Isolated Vocals)","","","Liked videos","Favorite",""
"blink-182 - Anthem Part Two (Live In Chicago)","","","Liked videos","Favorite",""
"blink-182 · Robert Smith - All Of This","","","Liked videos","Favorite",""
"blink-182 - Asthenia","","","Liked videos","Favorite",""
"blink-182 - Natives","","","Liked videos","Favorite",""
"Blink-182 - When I Was Young","","","Liked videos","Favorite",""
"blink-182 - EDGING (Official Video)","","","Liked videos","Favorite",""
"blink-182 - ONE MORE TIME (Official Video)","","","Liked videos","Favorite",""
"blink-182 - ANTHEM PART 3 (Live Performance Video)","","","Liked videos","Favorite",""
"blink-182 - Not Now (vocals only)","","","Liked videos","Favorite",""
"blink-182 - Not Now","","","Liked videos","Favorite",""
"Blink-182 - Boxing Day","","","Liked videos","Favorite",""
"SR-71 - Tomorrow","","","Liked videos","Favorite",""
"Don’t Go - Skrillex/Justin Bieber/Don Toliver | Only Vocals (Isolated Acapella)","","","Liked videos","Favorite",""
"Alison Wonderland · Wayne Coyne - U Don't Know (Slander Remix)","","","Liked videos","Favorite",""
"The Glitch Mob - Mind of a Beast","","","Liked videos","Favorite",""
"Robert Delong | Acid Rain | A Capella (Vocals Only)","","","Liked videos","Favorite",""
"Harry Styles - As It Was (Acapella - Vocals Only) |  Almost Studio Quality Acapella","","","Liked videos","Favorite",""
"Alec Benjamin - Outrunning karma demo","","","Liked videos","Favorite",""
"blink-182 - Bored To Death (Acoustic)","","","Liked videos","Favorite",""
"Angels & Airwaves - Tunnels","","","Liked videos","Favorite",""
"Angels And Airwaves - Restless Souls ( AI Isolated Vocals NEW AI ) Acapella / Vocals V2","","","Liked videos","Favorite",""
"Angels & Airwaves - Losing My Mind","","","Liked videos","Favorite",""
"Angels & Airwaves - Surrender (Tom 2012 Pitch Corrected Vocals)","","","Liked videos","Favorite",""
"Angels & Airwaves - Surrender","","","Liked videos","Favorite",""
"Angels & Airwaves - Do It For Me Now","","","Liked videos","Favorite",""
"ILLENIUM · Tom DeLonge · Angels & Airwaves - Paper Thin (Brooks Remix)","","","Liked videos","Favorite",""
"ILLENIUM · Tom DeLonge · Angels & Airwaves - Paper Thin (Headhunterz Remix)","","","Liked videos","Favorite",""
"ILLENIUM, Tom DeLonge, Angels & Airwaves - Paper Thin (Official Acapella)","","","Liked videos","Favorite",""
"The Dangerous Summer - What's An Hour Really Worth? (Official Music Video)","","","Liked videos","Favorite",""
"For When You Can't Breathe - Wake Me Up (Lyric Video)","","","Liked videos","Favorite",""
"LINKIN PARK - CASTLE OF GLASS (Acapella)","","","Liked videos","Favorite",""
"Korn - Freak On A Leash  (Unplugged,Vocals Only,ft. Amy Lee)","","","Liked videos","Favorite",""
"The Red Jumpsuit Apparatus - Face Down","","","Liked videos","Favorite",""
"blink-182 - Blame It On My Youth  ( AI Isolated Vocals) Acapella","","","Liked videos","Favorite",""
"Blink-182 - Up All Night (vocals only)original isolated","","","Liked videos","Favorite",""
